Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
Magma_7,080e02050609010c0f040b000d0a0307,35a3_939a_e516_d568,True,False,4,18,4,5,8,32,8,9,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0b06020e0903040f00050d0a070c0108,ac99_36ca_18af_56b1,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Magma_6,050d0f0609020c0a0b07080104030e00,45d6_524f_63ac_2b17,True,False,4,18,2,6,8,32,8,9,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0f0b050d0c0003090a04070806010e02,499b_561d_d543_24cf,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Luffa,0d0e0001050a07060b03090c0f080204,3d23_98d3_53e2_1759,True,False,4,24,4,6,8,36,8,10,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,02030e090f0407060d0a05080b00010c,9b1c_85f4_12d7_555a,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
GOST_IETF_4,0e070a0c0d01030900020b040f080506,349d_d81b_9647_54f2,True,False,4,24,2,7,8,36,8,7,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,080509060b0e0f010d07020a0304000c,8975_a36a_1e78_13d6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
CLEFIA_SS2,0b08050e0a06040c0f07020301000d09,c19b_43ec_0f39_db05,True,False,4,18,4,7,8,32,8,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0d0c0a0b06020509010f0400070e0308,a28f_3653_723c_53c9,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Magma_5,070f050a0801060d0009030e0b04020c,9a9a_a8c7_5c4b_16a7,True,False,4,18,4,7,8,32,8,10,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,08050e0a0d0206000409030c0f070b01,5a1d_3956_746c_f612,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Magma_4,0c0802010d040f0607000a05030e090b,e453_29f1_b5c4_d958,True,False,4,18,4,7,8,32,4,13,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0903020c050b0708010e0a0f00040d06,4ea9_ea58_8e66_4973,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Enocoro_S4,0103090a050e07020d000c0f0408060b,ad2c_5d70_c8ea_8957,True,False,4,18,4,7,8,32,8,14,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10,0,-,090007010c040e060d02030f0a08050b,b951_49f4_9ec4_cd0d,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10
Twofish_Q0_T2,0b0a050e060d09000c080f0302040701,076b_653c_5c1b_cc65,True,False,4,18,2,8,8,32,8,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(2, 3)",G15,0,-,070f0c0b0d02040e090601000805030a,919e_22d7_c2ab_651b,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G14
GOST2_2,0e000801070a05060d020409030f0c0b,e925_65d1_b2b1_b958,True,False,4,18,2,8,8,32,8,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0103090c0a060704020b050f0e08000d,ba1c_9ce8_1b72_8e47,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
CLEFIA_SS0,0e060c0a0807020f0b01040005090d03,619d_54a7_81eb_f3a0,True,False,4,18,4,8,8,32,8,10,3,2,14,1,[3|3|3|4],3,"(3, 1)","(2, 3)",G15,0,-,0b09060f0a0c0105040d0308020e0007,2a3b_a3ac_b41d_86cb,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G14
Magma_2,06080203090a050c010e04070b0d000f,b2b2_aec1_9a2d_b958,True,False,4,18,2,8,8,32,8,10,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0e0802030a06000b0104050c070d090f,e893_be21_90bd_f588,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
CLEFIA_SS3,0a02060d0304050e000708090b0f0c01,7c89_62ec_3297_ba58,True,False,4,18,4,8,8,32,8,11,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,080f0104050602090a0b000c0e03070d,9b83_d83a_7362_e296,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
CLEFIA_SS1,0604000d020b0a03090c0e0f08070501,1f68_6e0b_2cf1_e9a8,True,False,4,18,4,8,8,32,8,11,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10,0,-,020f0407010e000d0c08060509030a0b,d3a2_0dae_e42b_b89a,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10
GOST2_1,060a0f04030805000d0e0701020b0c09,e326_474d_3617_ad54,True,False,4,18,2,8,8,32,8,12,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,070b0c040306000a050f010d0e080902,7a86_1b2d_92b3_4f13,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Magma_8,01070e0d00050803040f0a06090c0b02,764c_2b2e_ce86_52ab,True,False,4,18,4,8,8,32,8,13,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,04000f0708050b01060c0a0e0d030209,9e54_1b2d_6d4c_b0ec,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Magma_3,0b030508020f0a0d0e0107040c090600,31e9_5da4_4573_26a7,True,False,4,18,4,8,8,32,8,13,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0f0904010b020e0a030d06000c070805,52d3_b645_25f1_a31b,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
CS_cipher_G,0a0600020b0e01080d0405030f0c0709,b1b1_7722_583b_dd50,True,False,4,24,4,9,8,36,8,10,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,0206030b090a010e070f00040d08050c,b2b8_db82_03af_535c,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
Fox_S1,020501090e0a0c080604070f0d0b0003,38f8_1f52_ad31_bc0e,True,False,4,18,4,9,8,32,8,13,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10,0,-,0e02000f0901080a0703050d060c040b,a8d9_7d09_938b_8f38,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G10
Magma_1,0c0406020a050b090e080d0700030f01,47d1_4d27_695c_ece0,True,False,4,18,2,10,8,32,8,9,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0c0f030d0105020b09070406000a080e,e18b_8e2b_aac6_03be,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
CS_cipher_F,0f0d0b0b070507070e0d0a0b0e0d0e0f,ff0f_f3f3_dddd_aaff,False,False,4,24,4,8,8,36,8,8,2,2,15,15,[2|4|4|4],27,"(3, 2)","(2, 3)",-,0,-,-,-,-,-,-,-,-,-,-,-,-
GOST_5,060c0701050f0d08040a090e00030b02,4ee2_0977_ea25_647c,True,False,4,21,4,6,12,1,8,12,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,0c030f0d08040002070a090e01060b05,4e1d_a92d_6b86_d50e,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
Lucifer_S1,07020e09030b00040c0d010a060f0805,6b2c_b385_3837_a639,True,False,6,1,2,8,8,30,8,9,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",-,0,-,060a0104070f0c000e030b050809020d,b562_8979_4733_ae34,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",-
Kuznyechik_nu0,0205030b06090e0a00040f01080d0c07,74e8_e652_84dd_ac2e,True,False,6,2,4,11,8,30,8,10,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",-,0,-,080b00020901040f0c0507030e0d060a,b193_77c0_dc8a_2eb2,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",-
BLAKE_7,0d0b070e0c01030905000f040806020a,949b_2d1d_e44e_05e7,True,False,6,1,4,8,8,32,8,7,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",-,0,-,09050e060b080d020c070f010400030a,8575_174e_c69c_4e53,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",-
GOST_IETF_6,030a0d0c0102000b07050904080f0e06,748e_eb0c_e1a3_2795,True,False,6,2,4,8,8,36,8,11,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-,0,-,060405000b090f080c0a010703020e0d,c3f0_c947_7a51_9c74,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-
GOST_1,040a09020d08000e060b010c070f0503,2ab6_7991_b38a_f614,True,False,6,2,4,9,8,36,8,13,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-,0,-,060a030f000e080c050201090b04070d,98ea_e1a9_522f_dd0c,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-
GOST_6,040b0a000702010d03060805090c0f0e,f486_ea91_c336_59d2,True,False,6,2,2,3,12,2,4,9,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,03060508000b09040a0c02010d070f0e,d368_f286_e523_7865,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
Lucifer_S0,0c0f070a0e0d0b000206030109040508,907b_6237_075e_5c66,True,False,6,5,6,6,12,3,8,10,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-,0,-,070b080a0d0e09020f0c030600050401,037e_6b31_0dab_a553,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-
Kuznyechik_sigma,0c0d0004080b0a0e030905020f010607,12f3_d48b_d9e0_b722,True,False,6,1,4,6,12,1,8,10,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,020d0b08030a0e0f040906050001070c,82ee_cdc2_44f5_6a96,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
GOST_IETF_8,0b0a0f05000c0e080602030901070d04,48e7_e16c_2747_7c0d,True,False,6,4,4,6,12,2,8,11,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,040c090a0f03080d070b0100050e0602,22de_7193_e338_17b4,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
BLAKE_5,020c060a000b0803040d07050f0e0109,b26a_3f06_34ad_dea0,True,False,6,2,6,7,12,1,8,11,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,040e0007080b020a060f030501090d0c,e2b2_cb0b_07ea_7e28,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
GOST_2,0e0b040c060d0f0a0203080100070509,84eb_607d_23d3_ea62,True,False,6,3,4,7,12,2,8,11,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,0c0b0809020e040d0a0f070103050006,03af_a6e1_9732_3e8a,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
GOST_3,0508010d0a0304020e0f0c070600090b,c71a_1f49_9bb0_ca2d,True,False,6,5,2,7,12,3,8,12,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-,0,-,0d02070506000c0b010e040f0a030809,dac1_0e5d_3a96_a98d,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-
BLAKE_4,0900050702040a0f0e010b0c0608030d,adc1_99ac_55d8_c68d,True,False,6,2,6,8,12,1,8,9,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,0109040e05020c030d00060a0b0f0807,794a_a55c_bca8_b193,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
BLAKE_9,0a020804070601050f0b090e030c0d00,6f05_69b8_1b33_57d0,True,False,6,5,4,8,12,3,12,10,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-,0,-,0f06010c03070504020a00090d0e0b08,fa09_30eb_6333_5875,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-
Twofish_Q0_T1,0e0c0b08010203050f040a060700090d,c50f_9b83_1d65_d1d4,True,False,6,1,4,9,12,1,8,12,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,0d04050609070b0c030e0a02010f0008,a6d1_22af_2f68_3175,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
GOST_IETF_1,09060302080b01070a040e0f0c000d05,5d31_de82_0dae_c8e5,True,False,6,1,4,9,12,1,8,13,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-,0,-,0d060302090f0107040008050c0e0a0b,f431_39a3_e0ae_88f5,3,3,15,15,[3|3|3|4],1,"(2, 2)","(1, 3)",-
GOST_4,070d0a010008090f0e04060c0b020503,19e6_4f83_b585_d0cb,True,False,6,5,4,3,12,3,8,8,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,04030d0f090e0a000506020c0b010807,587c_8b2d_966a_b11e,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
BLAKE_8,060f0e090b0300080c020d0701040a05,459e_ad07_4a37_9c3a,True,False,6,2,4,5,12,1,8,10,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,060c09050d0f000b07030e04080a0201,34b6_0d3b_67a1_83bc,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
Twofish_Q1_T0,02080b0d0f07060e03010904000a0c05,649e_c8f8_21f5_873c,True,False,6,2,4,5,12,1,8,11,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-,0,-,0c0900080b0f0605010a0d020e030704,163b_d4e1_7a70_65b2,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
Twofish_Q0_T3,0d070f040102060e090b030008050c0a,d385_60cf_86e6_2717,True,False,6,2,6,6,12,1,8,10,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,0b04050a030d06010c080f090e000702,1f29_5566_d459_4cb5,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-
BLAKE_2,0b080c0005020f0d0a0e030607010904,43c7_9ad4_1f61_74d1,True,False,6,3,4,6,12,2,8,11,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-,0,-,030d050a0f040b0c010e080002070906,46da_a2b6_b259_6157,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-
Twofish_Q1_T1,010e020b040c0307060d0a050f090008,b62a_1bb2_15ce_3ac9,True,False,6,2,4,8,12,1,8,10,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,0e000206040b08070f0d0a030509010c,a761_9399_0dad_7ba0,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
Twofish_Q1_T2,040c07050106090a000e0d08020b030f,aec2_862f_f2a4_e45c,True,False,6,1,2,8,12,1,8,12,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,08040c0e000305020b06070d010a090f,e90d_8e4e_a7a8_dd60,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-
Twofish_Q0_T0,0801070d060f0302000b05090e0c0a04,7a29_b43c_52f4_0e6e,True,False,6,2,4,9,12,1,8,11,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,080107060f0a0402000b0e090d030c05,5e31_d45c_26bc_ba16,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
BLAKE_3,070903010d0c0b0e0206050a04000f08,c8f2_56b1_4bc5_445f,True,False,6,2,4,9,12,1,8,14,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,0d0308020c0a09000f010b060504070e,8575_f911_cd2a_5743,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
GOST_IETF_3,0e0406020b030d080c0f050a00070109,8bd1_2747_2a3d_e670,True,False,6,3,4,10,12,1,8,9,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-,0,-,0c0e0305010a020d070f0b0408060009,96a3_2b8b_2766_879c,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-
Kuznyechik_phi,0b020b080c04010c060305080e03060b,989d_55b0_f307_a645,False,False,8,1,6,6,12,2,6,14,4,3,8,7,[4|4|4|4],2,"(2, 2)","(1, 3)",-,0,-,-,-,-,-,-,-,-,-,-,-,-
GOST_IETF_7,010d0209070a0600080c04050f030b0e,d32a_9e52_f074_781b,True,False,8,1,4,7,12,2,12,7,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,0700020d0a0b06040803050e09010f0c,d938_ccc9_4a75_7629,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
Twofish_Q1_T3,0b0905010c030d0e0604070f0200080a,c8d3_0fd4_9da1_0c6f,True,False,8,1,8,9,12,2,8,10,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,0d030c050902080a0e010f000406070b,85d5_750d_e5a2_c61b,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
GOST_7,0d0b0401030f0509000a0e070608020c,a6a3_9c65_5e32_08fb,True,False,8,1,4,6,12,2,12,8,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-,0,-,08030e0402060c0b0d0709010f000a05,55c5_936c_52b6_9f82,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-
BLAKE_6,0c05010f0e0d040a000706030902080b,d0b9_067b_ae98_9a2e,True,False,8,1,4,6,12,4,8,10,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,08020d0b06010a090e0c070f00050403,0bcd_6f14_8d5a_acac,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
GOST_IETF_2,03070e09080a0f000502060c0b040d01,587c_6d46_1667_d14b,True,False,8,1,2,6,12,2,4,13,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,070f09000d080a010403050c0b0e0206,3876_ad13_f243_1697,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
GOST_8,010f0d0005070a040902030e060b080c,e946_98b6_3e62_2537,True,False,8,1,4,7,12,4,8,12,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0300090a07040c050e08060d0f020b01,5b4c_1df0_7519_d895,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
GOST_IETF_5,0b050109080d0f000e0402030c070a06,5179_b362_ed41_286f,True,False,8,1,4,7,12,2,8,14,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-,0,-,07020a0b09010f0d04030e000c050806,54dc_b5c1_864f_22f9,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-
BLAKE_1,0e0a0408090f0d06010c00020b070503,127b_62e5_b8a3_f170,True,False,8,1,4,9,12,1,12,11,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-,0,-,0a080b0f020e070d0304010c09060005,18af_aae8_217d_95cc,3,2,14,1,[3|3|3|4],4,"(3, 1)","(1, 3)",-
Kuznyechik_nu1,07060c09000f080104050b0e0d02030a,9c6c_1b27_ec23_56a9,True,False,16,2,4,4,12,8,8,5,3,2,8,7,[3|3|3|4],29,"(3, 2)","(2, 3)",-,0,-,04070d0e0809010006030f0a020c0b05,6c3c_a50f_5f0a_c666,3,2,8,7,[3|3|3|4],29,"(3, 2)","(2, 3)",-
Optimal_S11,0001020d04070f06080e0b0a05090c03,6f48_52f8_8ee4_b46a,True,False,4,15,4,7,8,30,8,9,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G11,0,-,0001020f040c0705080d0b0a0e030906,5f28_92f8_bc4c_66ca,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G11
Optimal_S7,0001020d04070f06080c0e0b0a090305,3f48_86f8_5ce4_e86a,True,False,4,15,2,7,8,30,8,12,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G7,0,-,0001020e040f0705080d0c0b09030a06,5f28_86f8_e86c_3ae2,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G7
