Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
189,080a0102030506070409000b0c0d0e0f,fa03_f1e0_c8da_aab4,True,False,8,1,8,9,12,3,12,11,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-,0,-,0a020304080506070009010b0c0d0e0f,fa11_f0e8_c8c7_aea4,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-
190,0400010a020506070309080b0c0d0e0f,fe08_f0e1_c9d8_aba4,True,False,8,1,8,7,12,3,12,8,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,01020408000506070a09030b0c0d0e0f,fb08_f0e4_cdc2_aea1,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
191,040001080205030706090a0b0c0d0e0f,fe08_f1a1_cdd0_aae4,True,False,8,1,8,9,12,3,12,13,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,010204060005080703090a0b0c0d0e0f,fe40_f0ac_cd8a_aba1,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
192,060001080305040702090a0b0c0d0e0f,fe08_f0e1_cd91_aab4,True,False,8,1,8,6,12,3,12,9,3,2,12,3,[3|3|3|4],12,"(3, 2)","(2, 3)",-,0,-,010208040605000703090a0b0c0d0e0f,fe04_f0b8_cd92_aba1,3,2,12,3,[3|3|3|4],12,"(3, 2)","(2, 3)",-
193,060801020305040700090a0b0c0d0e0f,fe02_f0e1_cc99_aab4,True,False,8,1,8,5,12,3,12,6,3,2,12,3,[3|3|3|4],12,"(3, 2)","(2, 3)",-,0,-,080203040605000701090a0b0c0d0e0f,fe01_f0b8_cc96_aba4,3,2,12,3,[3|3|3|4],12,"(3, 2)","(2, 3)",-
194,020001030f0b060704090a050c0d0e08,f630_79d0_44f9_2abc,True,False,6,6,6,7,12,4,8,12,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,01020003080b06070f090a050c0d0e04,7730_f9c0_45ea_2ba9,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
195,0100040802050f0703090a0b0c0d0e06,7e48_f0e4_cdd0_2be1,True,True,6,6,6,8,12,4,12,10,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0100040802050f0703090a0b0c0d0e06,7e48_f0e4_cdd0_2be1,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
196,0400010802050607030e0a0b0c0d090f,fe08_b2e1_8fd0_e9a4,True,False,6,6,6,7,12,4,12,12,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0102040800050607030e0a0b0c0d090f,fe08_b2e4_8fc2_e9a1,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
197,08000103020a06070409050b0c0d0e0f,fa21_f5c0_c8f8_ae8c,True,False,6,7,6,10,12,4,8,16,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,01020403080a06070009050b0c0d0e0f,fa30_f4c4_c8ea_ae89,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
198,0800010c0205060704090a0b030d0e0f,ee09_e1e8_dcd0_baa4,True,False,6,8,6,7,12,4,8,14,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0102040c0805060700090a0b030d0e0f,ee18_e0ec_dcc2_baa1,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
199,0800010d0205060704090a0b0c030e0f,de09_d1e8_ecd0_aaac,True,False,6,8,6,7,12,4,12,10,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0102040d0805060700090a0b0c030e0f,de18_d0ec_ecc2_aaa9,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
200,01000408020a06070309050b0c0d0e0f,fa28_f4c4_c9f0_af81,True,True,8,1,8,10,12,4,8,12,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,01000408020a06070309050b0c0d0e0f,fa28_f4c4_c9f0_af81,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
201,03000102080c060704090a0b050d0e0f,ee30_f1e0_ccc9_ba85,True,False,8,1,8,8,12,4,12,8,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020300080c060704090a0b050d0e0f,ee30_f1e0_ccc6_ba85,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
202,0200010308040e0705090a0b0c0d060f,be50_f1e0_ccc9_ab8c,True,False,8,1,8,6,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0102000305080e0704090a0b0c0d060f,be60_f1d0_ccca_aa99,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
203,0200010308040f0705090a0b0c0d0e06,7e50_f1e0_ccc9_2bcc,True,False,8,1,8,8,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0102000305080f0704090a0b0c0d0e06,7e60_f1d0_ccca_2ad9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
204,040001080205060703090a0b0c0f0e0d,fe08_f0e1_6dd0_aba4,True,False,8,1,8,7,12,4,12,10,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,010204080005060703090a0b0c0f0e0d,fe08_f0e4_6dc2_aba1,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
205,0d0001020305060704090a0b0c080e0f,fe01_d1e1_ccd8_8ab5,True,False,8,1,8,7,12,4,12,7,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020304080506070d090a0b0c000e0f,df10_d1e8_ccc6_8ba5,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
206,0e0001020305060704090a0b0c0d080f,fe01_b1e1_8cd9_aab4,True,False,8,1,8,7,12,4,12,7,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020304080506070e090a0b0c0d000f,bf10_b1e8_8dc6_aaa5,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
207,080d01020305060704090a0b0c000e0f,de03_d1e2_ccd8_8ab6,True,False,8,1,6,6,12,4,12,7,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0d0203040805060700090a0b0c010e0f,de11_d0e9_ccc6_aaa5,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
208,08000c020305060704090a0b010d0e0f,ee05_e1e4_ccd8_bab0,True,False,8,1,8,7,12,4,12,11,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,010c03040805060700090a0b020d0e0f,ee12_e0ea_dcc4_aaa5,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
209,0400010c0205060703090a0b080d0e0f,fe08_e0e9_cdd0_aba4,True,False,8,1,6,6,12,4,12,13,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020408000506070c090a0b030d0e0f,ef08_e1e4_dcc2_baa1,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
210,0400010e0205060703090a0b0c0d080f,fe08_b0e9_8dd8_aba4,True,False,8,1,6,7,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020408000506070e090a0b0c0d030f,bf08_b1e4_cdc2_eaa1,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
211,08000103020f060704090a0b0c0d0e05,7e21_f1e0_4cf8_aaac,True,False,8,1,6,10,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,01020403080f060700090a0b0c0d0e05,7e30_f0e4_4cea_aaa9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
212,080601020305000704090a0b0c0d0e0f,fe01_f1a2_cc9a_aab4,True,False,8,2,8,7,12,4,12,9,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,060203040805010700090a0b0c0d0e0f,fe10_f0a9_cc87_aae4,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
213,0800010a020506070409030b0c0d0e0f,fa09_f1e0_ccd8_aea4,True,False,8,2,8,9,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0102040a080506070009030b0c0d0e0f,fa18_f0e4_ccca_aea1,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
214,080001060205030704090a0b0c0d0e0f,fe01_f1a8_ccd8_aae4,True,False,8,2,8,10,12,4,12,9,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,010204060805030700090a0b0c0d0e0f,fe10_f0ac_ccca_aae1,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
215,080001020c05040706090a0b030d0e0f,ee11_e1f0_dd88_baa4,True,False,8,3,8,6,12,4,12,7,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-,0,-,0102030c0605080700090a0b040d0e0f,ee48_f0b8_cc96_aaa5,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-
216,080001020d05040706090a0b0c030e0f,de11_d1f0_ed88_aab4,True,False,8,3,8,6,12,4,12,9,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-,0,-,0102030d0605080700090a0b0c040e0f,de48_f0b8_cc96_8aad,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-
217,02000103080e060704090a0b0c0d050f,be30_f1e0_8ce9_ea8c,True,False,8,1,6,7,12,5,12,12,3,3,15,15,[3|3|3|4],5,"(2, 2)","(1, 3)",-,0,-,01020003080e060704090a0b0c0d050f,be30_f1e0_8cea_ea89,3,3,15,15,[3|3|3|4],5,"(2, 2)","(1, 3)",-
218,0c0001020305060704090a0b080d0e0f,fe01_e1e1_ccd8_aab4,True,False,8,2,8,4,12,5,12,6,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,01020304080506070c090a0b000d0e0f,ef10_e1e8_ccc6_aaa5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
219,08000d020305060704090a0b0c010e0f,de05_d1e4_ccd8_aab4,True,False,8,2,8,7,12,5,12,11,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,010d03040805060700090a0b0c020e0f,de12_d0ea_ecc4_8aa7,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
220,020001040308060705090a0b0c0d0e0f,fe20_f1c8_ccd1_ab94,True,False,8,2,8,8,12,5,12,11,3,3,15,15,[3|3|3|4],5,"(2, 2)","(1, 3)",-,0,-,010200040308060705090a0b0c0d0e0f,fe20_f1c8_ccd2_ab91,3,3,15,15,[3|3|3|4],5,"(2, 2)","(1, 3)",-
221,040001020305060807090a0b0c0d0e0f,fe80_f161_cd58_ab34,True,False,8,2,8,5,12,5,12,14,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,010203040005060807090a0b0c0d0e0f,fe80_f168_cd46_ab25,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
222,040001020308060705090a0b0c0d0e0f,fe20_f1c1_ccd8_ab94,True,False,8,2,8,7,12,5,12,10,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,010203040008060705090a0b0c0d0e0f,fe20_f1c8_ccc6_ab85,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
223,0f0001030205060704090a0b0c0d0e08,fe01_71e1_4cd9_2aad,True,False,6,15,6,7,12,6,12,10,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-,0,-,01020403080506070f090a0b0c0d0e00,7f10_71e4_4dca_2ba9,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-
224,020001030f05060704090a0b0c0d0e08,fe10_71f0_4cd9_2abc,True,False,6,15,6,6,12,6,12,10,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-,0,-,01020003080506070f090a0b0c0d0e04,7f10_f1e0_4dca_2ba9,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-
225,02000103080c060704090a0b050d0e0f,ee30_f1e0_ccc9_ba8c,True,False,8,3,8,9,12,6,12,9,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-,0,-,01020003080c060704090a0b050d0e0f,ee30_f1e0_ccca_ba89,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-
226,070001020305060804090a0b0c0d0e0f,fe80_f161_cc59_aa35,True,False,8,3,8,5,12,6,12,12,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-,0,-,010203040805060007090a0b0c0d0e0f,fe10_f168_cd46_ab25,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-
227,0800010f0205060704090a0b0c0d0e03,7e09_71e8_ccd8_aaac,True,False,8,3,6,8,12,6,12,7,3,2,14,1,[3|3|3|4],9,"(3, 1)","(2, 3)",-,0,-,0102040f0805060700090a0b0c0d0e03,7e18_70ec_ccca_aaa9,3,2,14,1,[3|3|3|4],9,"(3, 1)","(2, 3)",-
228,020001080305060704090a0b0c0d0e0f,fe08_f1e0_ccd1_aab4,True,False,8,3,8,8,12,6,12,10,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-,0,-,010200040805060703090a0b0c0d0e0f,fe10_f0e8_cdc2_aba1,3,3,15,15,[3|3|3|4],6,"(2, 2)","(1, 3)",-
229,040801020305060700090a0b0c0d0e0f,fe02_f0e1_ccd8_aab4,True,False,8,3,8,6,12,6,12,7,3,2,14,1,[3|3|3|4],9,"(3, 1)","(2, 3)",-,0,-,080203040005060701090a0b0c0d0e0f,fe01_f0e8_ccc6_aba4,3,2,14,1,[3|3|3|4],9,"(3, 1)","(2, 3)",-
230,040001080205060703090a0b0c0d0e0f,fe08_f0e1_cdd0_aba4,True,False,8,4,8,7,12,7,12,10,3,3,15,15,[3|3|3|4],7,"(2, 2)","(1, 3)",-,0,-,010204080005060703090a0b0c0d0e0f,fe08_f0e4_cdc2_aba1,3,3,15,15,[3|3|3|4],7,"(2, 2)","(1, 3)",-
231,080001030205060704090a0b0c0d0e0f,fe01_f1e0_ccd8_aaac,True,False,8,10,8,8,12,10,12,7,3,3,15,15,[3|3|3|4],10,"(2, 2)","(1, 3)",-,0,-,010204030805060700090a0b0c0d0e0f,fe10_f0e4_ccca_aaa9,3,3,15,15,[3|3|3|4],10,"(2, 2)","(1, 3)",-
232,0400080203050a070109060b0c0d0e0f,fa44_f4a1_ccd8_abb0,True,False,10,1,10,9,12,2,12,11,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,0108030400050a070209060b0c0d0e0f,fa42_f4a8_cdc4_aaa5,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
233,040008020305060701090a0b0e0d0c0f,fe04_f0e1_9cd8_abb0,True,False,10,1,10,7,12,2,12,9,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,010803040005060702090a0b0e0d0c0f,fe02_f0e8_9dc4_aaa5,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
234,0600080203050a070109040b0c0d0e0f,fa44_f4a1_c8d9_abb0,True,False,10,1,10,7,12,3,8,12,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,010803040a0500070209060b0c0d0e0f,fa12_f4a8_cd94_aaa5,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
235,060008020305040701090a0b0c0d0e0f,fe04_f0e1_cc99_abb0,True,False,10,1,10,6,12,4,12,8,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-,0,-,010803040605000702090a0b0c0d0e0f,fe02_f0b8_cd94_aaa5,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-
236,080001020305040706090a0b0c0d0e0f,fe01_f1e0_cd98_aab4,True,False,10,1,10,5,12,4,12,7,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-,0,-,010203040605080700090a0b0c0d0e0f,fe40_f0b8_cc96_aaa5,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-
237,0200010308040c0705090a0b060d0e0f,ee50_f1e0_dc89_ab8c,True,False,10,1,10,8,12,5,12,11,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,0102000305080c0704090a0b060d0e0f,ee60_f1d0_dc8a_aa99,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
238,0300010208050c0704090a0b060d0e0f,ee50_f1e0_dc89_aaa5,True,False,10,1,10,8,12,5,12,8,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,0102030008050c0704090a0b060d0e0f,ee50_f1e0_dc86_aaa5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
239,030001020c05060704090a0b080d0e0f,fe10_e1f0_ccc9_aaa5,True,False,10,1,10,5,12,5,12,5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,01020300080506070c090a0b040d0e0f,ef10_f1e0_ccc6_aaa5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
240,040001020305080706090a0b0c0d0e0f,fe40_f1a1_cd98_aab4,True,False,10,1,10,6,12,5,12,10,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,010203040005080706090a0b0c0d0e0f,fe40_f1a8_cd86_aaa5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
241,040008020305060701090a0b0c0d0e0f,fe04_f0e1_ccd8_abb0,True,False,10,1,10,7,12,7,12,9,3,2,14,1,[3|3|3|4],10,"(3, 1)","(2, 3)",-,0,-,010803040005060702090a0b0c0d0e0f,fe02_f0e8_cdc4_aaa5,3,2,14,1,[3|3|3|4],10,"(3, 1)","(2, 3)",-
242,080001020305060704090a0b0c0d0e0f,fe01_f1e0_ccd8_aab4,True,False,10,1,10,6,12,7,12,7,3,2,14,1,[3|3|3|4],10,"(3, 1)","(2, 3)",-,0,-,010203040805060700090a0b0c0d0e0f,fe10_f0e8_ccc6_aaa5,3,2,14,1,[3|3|3|4],10,"(3, 1)","(2, 3)",-
243,08000a02030504070609010b0c0d0e0f,fa05_f1e0_c99c_aeb0,True,False,12,1,12,5,12,2,12,7,3,2,8,7,[3|3|3|4],23,"(3, 2)","(2, 3)",-,0,-,010a0304060508070009020b0c0d0e0f,fa42_f0b8_cc96_aaa5,3,2,8,7,[3|3|3|4],23,"(3, 2)","(2, 3)",-
244,080006020305010704090a0b0c0d0e0f,fe01_f1a4_cc9c_aaf0,True,False,12,1,12,7,12,6,12,6,3,2,12,3,[3|3|3|4],15,"(3, 2)","(2, 3)",-,0,-,010603040805020700090a0b0c0d0e0f,fe10_f0aa_ccc6_aaa5,3,2,12,3,[3|3|3|4],15,"(3, 2)","(2, 3)",-
245,04000103020506070e080a090c0d0b0f,ff00_b1e1_c5d8_e8ac,True,False,6,7,6,10,16,2,16,9,3,1,14,1,[3|3|3|4],15,"(3, 1)","(1, 3)",-,0,-,0102040300050607090b0a0e0c0d080f,ff00_b8e4_8eca_a3a9,3,1,14,1,[3|3|3|4],15,"(3, 1)","(1, 3)",-
246,04000103020506070d09080b0c0a0e0f,ff00_d1e1_e8d8_8bac,True,False,6,9,6,8,16,2,16,9,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01020403000506070a090d0b0c080e0f,ff00_d4e4_c9ca_8ea9,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
247,04000103020506070a0c080b090d0e0f,ff00_e2e1_c9d8_b8ac,True,False,8,1,8,8,16,2,16,8,3,1,14,1,[3|3|3|4],15,"(3, 1)","(2, 3)",-,0,-,01020403000506070a0c080b090d0e0f,ff00_e2e4_c9ca_b8a9,3,1,14,1,[3|3|3|4],15,"(3, 1)","(2, 3)",-
248,03000102080b060704090a050c0d0e0f,f630_f9c0_c4e9_aaa5,True,False,8,1,8,6,16,2,8,10,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01020300080b060704090a050c0d0e0f,f630_f9c0_c4e6_aaa5,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
249,0100040802050a070309060b0c0d0e0f,fa48_f4a4_cdd0_aba1,True,True,8,1,8,8,16,2,8,14,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,0100040802050a070309060b0c0d0e0f,fa48_f4a4_cdd0_aba1,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
250,04000102030506070e09080b0c0d0a0f,ff00_b1e1_c9d8_aab4,True,False,8,1,8,6,16,2,16,7,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01020304000506070a090e0b0c0d080f,ff00_b4e8_8dc6_aaa5,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
251,04000102030506070f09080b0c0d0e0a,ff00_71e1_c9d8_2bb4,True,False,8,1,8,6,16,2,16,8,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01020304000506070a090f0b0c0d0e08,ff00_74e8_4dc6_2ea5,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
252,04000103020506070a0f090b0c0d0e08,ff00_72e1_4bd8_2eac,True,False,8,1,8,8,16,2,16,7,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01020403000506070f0a080b0c0d0e09,ff00_71e4_4bca_a9a9,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
253,04000102030506070c09080b0a0d0e0f,ff00_e1e1_d8d8_aab4,True,False,8,4,8,6,16,2,16,6,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-,0,-,01020304000506070a090c0b080d0e0f,ff00_e4e8_c9c6_aaa5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-
254,04000102030506070d09080b0c0a0e0f,ff00_d1e1_e8d8_8bb4,True,False,8,4,8,6,16,2,16,7,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-,0,-,01020304000506070a090d0b0c080e0f,ff00_d4e8_c9c6_8ea5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-
255,04000103020506070a0d090b0c080e0f,ff00_d2e1_c9d8_8eac,True,False,8,4,8,7,16,2,16,7,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-,0,-,01020403000506070d0a080b0c090e0f,ff00_d1e4_caca_a9a9,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-
256,06000102030504070c090a0b080d0e0f,ff00_e1e1_cc99_aab4,True,False,8,4,8,4,16,2,16,5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-,0,-,01020304060500070c090a0b080d0e0f,ff00_e1b8_cc96_aaa5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-
257,06000102030504070d090a0b0c080e0f,ff00_d1e1_cc99_8bb4,True,False,8,4,8,6,16,2,16,5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-,0,-,01020304060500070d090a0b0c080e0f,ff00_d1b8_cc96_8ba5,3,1,8,1,[3|3|3|4],33,"(3, 3)","(3, 3)",-
258,060501020300040708090a0b0c0d0e0f,ff00_f0c3_cc99_aa96,True,False,8,14,8,4,16,2,16,4,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-,0,-,050203040601000708090a0b0c0d0e0f,ff00_f099_cc96_aaa5,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-
259,02000103080a06070409050b0c0d0e0f,fa30_f5c0_c8e9_ae8c,True,False,6,11,6,8,16,2,8,16,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-,0,-,01020003080a06070409050b0c0d0e0f,fa30_f5c0_c8ea_ae89,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-
260,02000104030506070c090a0b080d0e0f,ff00_e1e8_ccd1_aab4,True,False,8,1,8,7,16,2,16,9,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-,0,-,01020004030506070c090a0b080d0e0f,ff00_e1e8_ccd2_aab1,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-
261,04000102030506070d090a0b0c080e0f,ff00_d1e1_ccd8_8bb4,True,False,8,2,8,6,16,2,16,6,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-,0,-,01020304000506070d090a0b0c080e0f,ff00_d1e8_ccc6_8ba5,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-
262,04000102030506070e090a0b0c0d080f,ff00_b1e1_8dd8_aab4,True,False,8,2,8,7,16,2,16,6,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-,0,-,01020304000506070e090a0b0c0d080f,ff00_b1e8_8dc6_aaa5,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-
263,04000103020506070e080a0b0c0d090f,ff00_b1e1_8dd8_e8ac,True,False,8,2,8,8,16,2,16,7,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-,0,-,0102040300050607090e0a0b0c0d080f,ff00_b2e4_8eca_a9a9,3,1,12,1,[3|3|3|4],23,"(3, 2)","(2, 3)",-
264,04000103020506070b080a090c0d0e0f,ff00_f0e1_c5d8_a9ac,True,False,8,3,8,8,16,2,16,7,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-,0,-,0102040300050607090b0a080c0d0e0f,ff00_f0e4_c6ca_a3a9,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-
265,04000103020506070f090a0b0c0d0e08,ff00_71e1_4dd8_2bac,True,False,8,1,6,7,16,2,16,8,3,1,14,1,[3|3|3|4],19,"(3, 1)","(2, 3)",-,0,-,01020403000506070f090a0b0c0d0e08,ff00_71e4_4dca_2ba9,3,1,14,1,[3|3|3|4],19,"(3, 1)","(2, 3)",-
266,02000103050406070e090a0b0c0d080f,ff00_b1f0_8dc9_aa9c,True,False,8,5,8,7,16,2,16,7,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,01020003050406070e090a0b0c0d080f,ff00_b1f0_8dca_aa99,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
267,04000102030506070c090a0b080d0e0f,ff00_e1e1_ccd8_aab4,True,False,8,5,8,5,16,2,16,6,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,01020304000506070c090a0b080d0e0f,ff00_e1e8_ccc6_aaa5,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
268,04000102030506070f090a0b0c0d0e08,ff00_71e1_4dd8_2bb4,True,False,8,5,8,5,16,2,16,8,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,01020304000506070f090a0b0c0d0e08,ff00_71e8_4dc6_2ba5,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
